ph1_area_code,phone1,ph1_imei,ph1_imsi,ph2_area_code,phone2,ph2_imei,ph2_imsi,rel,call_time,call_duration
027,15384410134,429162313365730,703416403539894,027,15993949218,301571045616895,1098415430009807,caller,2016-08-29 23:29:56,366
027,15384410134,429162313365730,703416403539894,027,15993949218,301571045616895,1098415430009807,caller,2015-11-30 16:41:04,311
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-02-20 00:49:09,472
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-03-03 05:03:40,63
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2017-01-27 20:25:25,275
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-10-08 11:34:36,10
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-08-08 22:42:58,106
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-07-02 06:25:38,97
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-10-06 22:13:51,332
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-07-20 13:57:39,253
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-01-20 12:02:58,439
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-10-31 09:40:52,497
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-06-20 18:52:50,332
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-06-17 10:11:18,141
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-05-24 15:43:24,184
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-10-23 11:52:52,99
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-06-01 01:23:52,315
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-12-24 23:39:28,85
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-07-25 09:06:02,588
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-12-15 06:30:49,343
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-02-28 18:04:07,433
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-04-23 00:57:06,310
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-07-27 08:26:53,317
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-03-15 17:25:55,528
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-09-29 03:57:46,243
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-08-05 12:06:11,133
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-03-06 18:46:35,368
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-01-07 19:12:28,141
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-09-04 23:43:44,381
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2017-01-21 17:09:46,499
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-04-26 07:16:47,166
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-03-11 12:58:58,62
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-07-07 12:54:47,203
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-10-13 04:01:07,552
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-12-13 05:06:59,376
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-08-14 22:23:52,357
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2017-01-10 19:36:59,521
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-12-25 17:47:38,132
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-11-29 10:50:23,382
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-12-11 05:24:23,462
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-12-05 18:41:11,241
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-08-25 16:33:16,82
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-08-04 23:21:54,240
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-06-09 15:50:33,404
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-04-16 10:01:13,418
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-07-01 15:15:19,394
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-09-08 04:10:02,325
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-06-05 23:03:23,178
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-09-19 22:14:30,174
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-12-24 04:56:45,131
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-09-19 03:56:26,104
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2017-01-17 03:15:57,323
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-11-04 11:38:24,333
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-09-01 06:27:37,586
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-04-03 16:56:47,243
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-01-06 16:34:50,366
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-04-14 22:40:33,214
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2016-01-24 09:45:58,203
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-05-26 17:42:25,451
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-05-13 12:59:30,434
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-05-09 11:41:20,292
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-04-22 22:34:29,130
027,13215163254,974566913655081,113558482856320,027,13534485599,1086472270333512,378318512543836,caller,2015-08-02 18:49:29,2
