ph1_area_code,phone1,ph1_imei,ph1_imsi,ph2_area_code,phone2,ph2_imei,ph2_imsi,rel,call_time,call_duration
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2016-01-18 13:30:28,72
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2016-08-25 22:07:43,70
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2015-04-14 17:51:43,161
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2016-02-05 12:13:45,41
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2016-10-18 19:10:03,7
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2015-12-09 18:45:21,268
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2015-03-27 06:42:12,220
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2016-01-01 12:36:07,217
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2016-09-24 19:56:28,245
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2016-10-27 03:03:09,550
027,15993949218,301571045616895,1098415430009807,027,15384410134,429162313365730,703416403539894,callee,2017-01-09 14:43:19,324
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2017-01-28 05:13:09,173
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2017-01-06 10:44:57,256
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-11-05 06:55:26,74
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-02-05 20:34:09,60
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-09-29 01:05:09,593
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-12-26 14:19:07,274
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-05-09 12:43:41,145
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-02-24 20:45:51,233
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-07-21 01:41:45,375
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-12-16 19:09:25,340
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-03-13 07:13:26,90
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-08-26 10:23:44,295
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-12-15 04:59:31,82
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-12-21 00:59:31,548
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-06-15 16:38:30,542
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-09-05 06:26:14,117
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-08-16 18:53:54,29
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-06-10 14:03:42,555
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-01-19 18:29:51,149
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-04-20 22:37:17,128
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-05-11 15:15:38,587
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-04-14 21:17:45,368
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-01-06 13:06:29,44
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-04-29 17:37:41,64
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-11-14 12:41:43,591
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-10-31 22:20:56,493
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-11-15 04:13:04,154
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-05-30 13:15:50,105
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-12-16 14:36:17,4
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-03-22 08:04:52,428
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-12-08 23:57:33,529
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-03-31 12:10:03,107
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-08-01 13:16:29,191
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-02-19 00:33:35,463
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-06-13 15:12:33,314
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-06-07 07:11:04,583
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-01-22 07:31:35,241
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-09-26 07:26:26,378
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-05-30 08:47:27,224
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-11-30 09:48:47,455
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-12-10 00:00:56,273
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-01-02 18:31:33,479
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-09-03 03:10:52,518
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-05-23 17:32:00,217
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-07-21 00:13:37,550
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-11-03 16:23:15,549
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-01-06 15:51:11,396
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-04-28 17:00:50,423
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-03-11 06:12:32,156
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-01-12 23:30:56,340
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-12-07 23:54:06,68
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-01-23 03:04:52,566
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2016-08-06 10:56:32,60
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-12-11 16:01:55,41
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-02-24 15:06:18,275
027,13534485599,1086472270333512,378318512543836,027,13215163254,974566913655081,113558482856320,callee,2015-01-24 03:08:06,105
